section,text
Culture,"Massachusetts has contributed to American arts and culture. Drawing from its Native American and Yankee roots, along with later immigrant groups, Massachusetts has had several writers, artists, and musicians. It has major museums and important historical sites, and the state's history and heritage are celebrated by events and festivals.
Massachusetts became an early center of the Transcendentalist movement, which emphasized intuition, emotion, human individuality and a deeper connection with nature. Ralph Waldo Emerson, who was born in Boston but spent much of his later life in Concord, largely created the philosophy with his 1836 work Nature, and continued to be a key figure in the movement for the remainder of his life. Emerson's friend, Henry David Thoreau, who was also involved in Transcendentalism, recorded his year spent alone in a small cabin at nearby Walden Pond in the 1854 work Walden; or, Life in the Woods.
Other famous authors and poets born or strongly associated with Massachusetts include Anne Bradstreet, Nathaniel Hawthorne, Louisa May Alcott, Robert Frost, Emily Dickinson, Henry Wadsworth Longfellow, Edith Wharton, e.e. cummings, Herman Melville, W.E.B. Du Bois, Sylvia Plath, Elizabeth Bishop, John Updike, Anne Sexton, H.P. Lovecraft, Edgar Allan Poe, Helen Hunt Jackson, Khalil Gibran, Mary Higgins Clark, Amelia Atwater-Rhodes, Jack Kerouac and Theodor Seuss Geisel, better known as ""Dr. Seuss"". Famous painters from Massachusetts include Winslow Homer and Norman Rockwell; many of the latter's works are on display at the Norman Rockwell Museum in Stockbridge.

Massachusetts is an important center for the performing arts. It has the Boston Symphony Orchestra, Boston Pops Orchestra the Cape Cod Symphony Orchestra in Barnstable, the New Bedford Symphony Orchestra, and the Springfield Symphony Orchestra. Tanglewood in western Massachusetts is a music venue that hosts the Tanglewood Music Festival and Tanglewood Jazz Festival, and is the annual host for the Boston Symphony Orchestra.
Other performing arts and theater organizations include the Boston Ballet, the Boston Lyric Opera, and the Lenox-based Shakespeare & Company. Massachusetts has produced musicians of many contemporary genres, such as the classic rock bands Aerosmith and Boston, the proto-punk band the Modern Lovers, the new wave band the Cars, and the alternative rock band Pixies. The state has also been the birthplace of the rock bands Staind, Godsmack, and Highly Suspect, since these bands all were formed in Massachusetts cities such Springfield, Lawrence, and Cape Cod respectively. Film events in the state include the Boston Film Festival, the Boston International Film Festival, and a number of smaller film festivals in various cities throughout Massachusetts.

Massachusetts has many museums and historical sites, including the Clark Art Institute, the Museum of Fine Arts, Boston, the Institute of Contemporary Art, Boston, and the DeCordova contemporary art and sculpture museum in Lincoln, and the Maria Mitchell Association in Nantucket includes several observatories, museums, and an aquarium. Historically themed museums and sites such as the Springfield Armory National Historic Site in Springfield, Boston's Freedom Trail, and nearby Minute Man National Historical Park, both of which preserve many sites important during the American Revolution, the Lowell National Historical Park, which focuses on some of the earliest mills and canals of the Industrial Revolution in the US, the Black Heritage Trail in Boston, which includes important African-American and abolitionist sites in Boston, and the New Bedford Whaling National Historical Park all showcase various periods of Massachusetts's history. Plymouth Rock, marks the disembarkation site of the Mayflower Pilgrims who founded Plymouth Colony in December 1620.
Plimoth Patuxet Museums and Old Sturbridge Village are two open-air or ""living"" museums in Massachusetts, recreating life as it was in the 17th and early 19th centuries, respectively.

Boston's annual St. Patrick's Day parade and ""Harborfest"", a week-long Fourth of July celebration featuring a fireworks display and concert by the Boston Pops as well as a turnaround cruise in Boston Harbor by the USS Constitution, are popular events. The New England Summer Nationals, an auto show in Worcester, draws tens of thousands of attendees every year. The Boston Marathon is also a popular event in the state drawing more than 30,000 runners and tens of thousands of spectators annually.
Long-distance hiking trails in Massachusetts include the Appalachian Trail, the New England National Scenic Trail, the Metacomet-Monadnock Trail, the Midstate Trail, and the Bay Circuit Trail. Other outdoor recreational activities in Massachusetts include sailing and yachting, freshwater and deep-sea fishing, whale watching, downhill and cross-country skiing, and hunting.
Massachusetts is one of the states with the largest percentage of Catholics. It has many sanctuaries such as the National Shrine of The Divine Mercy (Stockbridge, Massachusetts)."
Media,"There are two major television media markets located in Massachusetts. The Boston/Manchester market is the fifth-largest in the United States. The other market surrounds the Springfield area. WGBH-TV in Boston is a major public television station and produces national programs such as Nova, Frontline, and American Experience.
The Boston Globe, Boston Herald, Springfield Republican, and the Worcester Telegram & Gazette are Massachusetts's largest daily newspapers. In addition, there are many community dailies and weeklies. The Associated Press maintains a bureau in Boston, and local news wire the State House News Service feeds coverage of state government to other Massachusetts media outlets. There are a number of major AM and FM stations which serve Massachusetts, along with many more regional and community-based stations. Some colleges and universities also operate campus television and radio stations, and print their own newspapers."
Health,"Massachusetts generally ranks highly among states in most health and disease prevention categories. In 2015, the United Health Foundation ranked the state as third-healthiest overall. Massachusetts has the most doctors per 100,000 residents (435.38), the second-lowest infant mortality rate (3.8), and the lowest percentage of uninsured residents (children as well as the total population). According to Business Insider, commonwealth residents have an average life expectancy of 80.41 years, the fifth-longest in the country. 36.1% of the population is overweight and 24.4% is obese, and Massachusetts ranks sixth-highest in the percentage of residents who are considered neither obese nor overweight (39.5%). Massachusetts also ranks above average in the prevalence of binge drinking, which is the 20th-highest in the country.
The nation's first Marine Hospital was erected by federal order in Boston in 1799. There are currently a total of 143 hospitals in the state. According to 2015 rankings by U.S. News & World Report, Massachusetts General Hospital is ranked in the top three in two health care specialties. Massachusetts General Hospital was founded in 1811 and serves as the largest teaching hospital for nearby Harvard University.
The state of Massachusetts is a center for medical education and research including Harvard affiliates Brigham and Women's Hospital, Beth Israel Deaconess Medical Center, and Dana–Farber Cancer Institute as well as the New England Baptist Hospital, Tufts Medical Center, and Boston Medical Center which is the primary teaching hospital for Boston University. The University of Massachusetts Chan Medical School is located in Worcester. The Massachusetts College of Pharmacy and Health Sciences has two of its three campuses in Boston and Worcester."
Sports,"Massachusetts is home to five major league professional sports teams: eighteen-time NBA Champions Boston Celtics, nine-time World Series winners Boston Red Sox, six-time Stanley Cup winners Boston Bruins, six-time Super Bowl winners New England Patriots, and five-time MLS Cup finalists New England Revolution.
In the late 19th century, the Olympic sports of basketball and volleyball were invented in the Western Massachusetts cities of Springfield and Holyoke, respectively. The Basketball Hall of Fame is a major tourist destination in the City of Springfield and the Volleyball Hall of Fame is located in Holyoke. The American Hockey League (AHL), the NHL's development league, is headquartered in Springfield.
Several universities in Massachusetts are notable for their collegiate athletics. The state is home to two Division I FBS teams, Boston College of the Atlantic Coast Conference, and FBS Independent University of Massachusetts at Amherst. FCS play includes Harvard University, which competes in the famed Ivy League, and College of the Holy Cross of the Patriot League. Boston University, Northeastern University, UMASS Lowell, Stonehill College, and Merrimack College also participate in Division I athletics. Many other Massachusetts colleges compete in lower divisions such as Division III, where MIT, Tufts University, Amherst College, Williams College, and others field competitive teams.
Massachusetts is also the home of rowing events such as the Eastern Sprints on Lake Quinsigamond and the Head of the Charles Regatta. A number of major golf events have taken place in Massachusetts, including nine U.S. Opens and two Ryder Cups.
Massachusetts has produced several successful Olympians including Thomas Burke, James Connolly, and John Thomas (track and field); Butch Johnson (archery); Nancy Kerrigan (figure skating); Todd Richards (snowboarding); Albina Osipowich (swimming); Aly Raisman (gymnastics); Patrick Ewing (basketball); Stephen Nedoroscik (pommel horse); as well as Jim Craig, Mike Eruzione, Bill Cleary, Keith Tkachuk (ice hockey)."
Notes,
History -> Plymouth Colony,"In December 1620, a group of English religious Separatists, later referred to as ""the Pilgrims"", established Plymouth Colony just to the south of Massachusetts Bay, seeking to preserve their cultural identity and attain religious freedom. Plymouth's colonists faced great hardships and earned few profits for their investors, who sold their interests to them in 1627. Edward Winslow and William Bradford were two of the colony's leaders and were likely the authors of a work published in England in 1622 called Mourt's Relation. This book in some ways resembles a promotional tract intended to encourage further immigration. Plymouth Colony would remain separate from Massachusetts Bay Colony until the creation of the Province of Massachusetts Bay."
History -> Wessagusett Colony,"There were other attempts at colonies more closely tied to England in 1623 and 1624 at Weymouth, Massachusetts. Thomas Weston's Wessagusset Colony failed in under a year. An effort by Robert Gorges to establish an overarching civil and religious colonial structure for New England based in the same location likewise failed and most of the settlers left. Those families who remained after the departure of Gorges formed a permanent settlement the oldest in what would become Massachusetts Bay Colony."
History -> Cape Ann settlement,"In 1623, the Plymouth Council for New England, the successor to the Plymouth Company, established a small fishing village at Cape Ann under the supervision of the Dorchester Company, with Thomas Gardner as its overseer. This company was originally organized through the efforts of Puritan minister John White (1575–1648) of Dorchester, in the English county of Dorset. White has been called ""the father of the Massachusetts Colony"" because of his influence in establishing this settlement, even though he never emigrated. The Cape Ann settlement was not profitable, and the financial backers of the Dorchester Company terminated their support by the end of 1625. Their settlement was abandoned at present-day Gloucester, but a few settlers remained in the area, including Roger Conant, establishing a settlement a little further south at what is now Salem, near the village of the Naumkeag tribe."
History -> Legal formation of the colony,"Archbishop William Laud was a favorite advisor of King Charles I and a dedicated Anglican, and he sought to suppress the religious practices of Puritans and other nonconforming beliefs in England. The persecution of many Puritans in the 1620s led them to believe that religious reform would not be possible while Charles was king, and many decided to seek a new life in the New World.
John White continued to seek funding for a colony. On 19 March 1628 [O.S. 1627], the Council for New England issued a land grant to a new group of investors that included a few from the Dorchester Company. The land grant was for territory between the Charles River and Merrimack River that extended from ""the Atlantick and westerne sea and ocean on the east parte, to the South sea on the west parte"". The company to whom the grant was sold was styled ""The New England Company for a Plantation in Massachusetts Bay"". The company elected Matthew Cradock as its first governor and immediately began organizing provisions and recruiting settlers.
The company sent approximately 100 new settlers with provisions to join Conant in 1628, led by Governor's Assistant John Endecott, one of the grantees. The next year, Naumkeag was renamed Salem and fortified by another 300 settlers led by Rev. Francis Higginson, one of the first ministers of the settlement. The first winters were difficult, with colonists struggling against starvation and disease, resulting in numerous deaths.
The company leaders sought a royal charter for the colony because they were concerned about the legality of conflicting land claims given to several companies (including the New England Company) for the little-known territories of the New World, and because of the increasing number of Puritans who wanted to join them. Charles granted the new charter on 4 March 1629 [O.S. 1628], superseding the land grant and establishing a legal basis for the new English colony at Massachusetts, appointing Endecott as governor. It was not apparent whether Charles knew that the company was meant to support the Puritan emigration, and he was likely left to assume that it was purely for business purposes, as was the custom. The charter omitted a significant clause: the location for the annual stockholders' meeting. Charles dissolved Parliament in 1629, whereupon the company's directors met to consider the possibility of moving the company's seat of governance to the colony. This was followed later that year by the Cambridge Agreement, in which a group of investors agreed to emigrate and work to buy out others who would not emigrate.
The Massachusetts Bay Colony became the first English chartered colony whose board of governors did not reside in England. This independence helped the settlers to maintain their Puritan religious practices without interference from the king, Archbishop Laud, or the Anglican Church of England. The charter remained in force for 55 years; Charles II revoked it in 1684. Parliament passed legislation collectively called the Navigation Acts which attempted to prevent the colonists from trading with any nation other than England. Colonial resistance to those acts led King Charles to revoke the Massachusetts charter and consolidate all the colonies in New England, New York, and New Jersey into the Dominion of New England.
Territory claimed but never administered by the colonial government extended theoretically as far west as the Pacific Ocean. The Dutch colony of New Netherland disputed many of its territorial claims, arguing that they held rights to land beyond Rhode Island up to the western side of Cape Cod, under the jurisdiction of Plymouth Colony at the time."
History -> Colonial history,"A flotilla of ships sailed from England beginning in April 1630, sometimes known as the Winthrop Fleet. They began arriving at Salem in June and carried more than 700 colonists, Governor John Winthrop, and the colonial charter. Winthrop delivered his famous sermon ""City upon a Hill"" either before or during the voyage.
Over the next ten years, about 20,000 Puritans emigrated from England to Massachusetts and the neighboring colonies during the Great Migration. Many ministers reacted to the repressive religious policies of England, making the trip with their congregations, among whom were John Cotton, Roger Williams, Thomas Hooker, and others. Religious divisions and the need for additional land prompted a number of new settlements that resulted in Connecticut Colony (by Hooker) and the Colony of Rhode Island and Providence Plantations (by Williams and others). Minister John Wheelwright was banished after the Antinomian controversy (like Anne Hutchinson), and he moved north to found Exeter, New Hampshire.

The advent of the Wars of the Three Kingdoms in 1639 brought a halt to major migration, and a significant number of men returned to England to fight in the war. Massachusetts authorities were sympathetic to the Parliamentary cause and had generally positive relationships with the governments of the English Commonwealth and the Protectorate of Oliver Cromwell. The colony's economy began to diversify in the 1640s, as the fur trading, lumber, and fishing industries found markets in Europe and the West Indies, and the colony's shipbuilding industry developed. The growth of a generation of people born in the colony and the rise of a merchant class began to slowly change the political and cultural landscape of the colony, even though its governance continued to be dominated by relatively conservative Puritans.
Colonial support for the Commonwealth created tension after the throne was restored to Charles II in 1660. Charles sought to extend royal influence over the colonies, which Massachusetts resisted along with the other colonies. For example, the Massachusetts Bay colony repeatedly refused requests by Charles and his agents to allow the Church of England to become established, and the New England colonies generally resisted the Navigation Acts, laws that restricted colonial trade to England alone.
The New England colonies were ravaged by King Philip's War (1675–76), when the Indigenous peoples of southern New England rose up against the colonists and were decisively defeated, although at great cost in life to all concerned. The Massachusetts frontier was particularly hard hit: several communities in the Connecticut and Swift River valleys were abandoned. By the end of the war, most of the Indigenous population of southern New England made peace treaties with the colonists."
History -> Confrontation with England -> Revocation of the charter,"Two delegates from Massachusetts Bay were sent to London to meet with the Lords of Trade when the crown threatened the colony with a quo warranto. The Lords demanded a supplementary charter to alleviate problems, but the delegates were under orders that they could not negotiate any change with the Charter and this enraged the Lords. The quo warranto was issued immediately. The King feared that this would stir problems within the colony and attempted to reassure the colonists that their private interests would not be infringed upon. The declaration did create problems, however, and the confrontations increased between the moderates and conservatives. The moderates controlled the office of the Governor and the Council of Assistants, and the conservatives controlled the Assembly of Deputies. This political turmoil ended in a compromise with the deputies voting to allow the delegates in London to negotiate and defend the colonial charter.
When the warrant arrived in Boston, the General Court voted on what course the colony should take. The two options were to immediately submit to royal authority and dismantle their government or to wait for the crown to revoke their charter and install a new governmental system. The General Court decided to wait out the crown. They lacked a legal basis to continue their government, yet it remained intact until its official revocation in 1686."
History -> Unifications and restoration,"James II of England united Massachusetts with the other New England colonies in the Dominion of New England in 1686. The dominion was governed by Sir Edmund Andros without any local representation beyond his own hand-picked councillors, and it was extremely unpopular throughout New England. Massachusetts authorities arrested Andros in April 1689 after the 1688 Glorious Revolution in England, and they re-established government under the forms of the vacated charter. However, dissenters from the Puritan rule argued that the government lacked a proper constitutional foundation, and some of its actions were resisted on that basis.
King William III issued a charter in 1691, despite efforts by Massachusetts agents to revive the old colonial charter. It was chiefly negotiated by Increase Mather in his role as the colony's ambassador-extraordinary, unifying Massachusetts Bay with Plymouth Colony, Martha's Vineyard, Nantucket, and territories that roughly encompass Maine, New Brunswick, and Nova Scotia to form the Province of Massachusetts Bay. This new charter additionally extended voting rights to non-Puritans, an outcome that Mather had tried to avoid."
Life -> Marriage and family life,"Many of the early colonists who migrated from England came with some or all of their family. It was expected that individuals would marry fairly young and begin producing offspring. Infant mortality rates were comparatively low, as were instances of childhood death. Men who lost their wives often remarried fairly quickly, especially if they had children needing care. Older widows would also sometimes marry for financial security. It was also normal for older widowed parents to live with one of their children. Due to the Puritan perception of marriage as a civil union, divorce did sometimes occur and could be pursued by both genders.
Sexual activity was expected to be confined to marriage. Sex outside of marriage was considered fornication if neither partner was married, and adultery if one or both were married to someone else. Fornication was generally punished by fines and pressure to marry; a woman who gave birth to an illegitimate child could also be fined. Adultery and rape were more serious crimes, and both were punishable by death. Rape, however, required more than one witness, and was therefore rarely prosecuted. Sexual activity between men was called sodomy, and was also punishable by death.
Within the marriage, the husband was typically responsible for supplying the family's financial needs, although it was not uncommon for women to work in the fields and to perform some home labor (for example, spinning thread or weaving cloth) to supplement the family income. Women were almost exclusively responsible for seeing to the welfare of the children.
Children were baptized at the local meeting house within a week of being born. The mother was usually not present because she was still recovering from the birth, and the child's name was usually chosen by the father. Names were propagated within the family, and names would be reused when infants died. If an adult died without issue, his (or her) name could be carried on when the siblings of the deceased named children in his or her memory.
Most children received some form of schooling, something which the colony's founders believed to be important for forming a proper relationship with God. Towns were obligated to provide education for their children, which was usually satisfied by hiring a teacher of some sort. The quality of these instructors varied, from minimally educated local people to Harvard-educated ministers."
Government -> Laws and judiciary,"During 1641, the colony formally adopted the Massachusetts Body of Liberties, which Nathaniel Ward compiled. This document consisted of 100 civil and criminal laws based upon the social sanctions recorded in the Bible. These laws formed the nucleus of colonial legislation until independence and contained some provisions later incorporated into the United States Constitution, such as the ideas of equal protection and double jeopardy.
Massachusetts Bay was the first colony to formalize laws concerning slavery with provision 91 of the Massachusetts Body of Liberties which developed protections for people unable to perform public service. Another law was developed to protect married women, children, and people with mental disabilities from making financial decisions. Colonial law differentiated among types of mental disabilities, classifying them as ""distracted persons"", ""idiots"", and ""lunaticks"". In 1693, ""poor laws"" enabled communities to use the estates of people with disabilities to defer the cost of community support of those individuals. Many of these laws remained until the American Revolution.
Many behaviors were frowned upon culturally which modern sensibilities might consider relatively trivial actions, and some led to criminal prosecution. These included sleeping during church services, playing cards, and engaging in any number of activities on the Sabbath. Conversely, there were laws which reflected attitudes that are still endorsed by popular sensibilities in the 21st century US, against things such as smoking tobacco, abusing one's mother-in-law, profane dancing, and pulling hair. Children, newcomers, and people with disabilities were exempt from punishment for such infractions.
The colony's council of assistants sat as the final court of appeal and as the principal court for criminal issues of ""life, limb, or banishment"" and civil issues where the damages exceeded £100. Lesser offenses were heard in county courts or by commissioners appointed for hearing minor disputes. The lower courts were also responsible for issuing licenses and for matters such as probate. Juries were authorized to decide questions of both fact and law, although the court could decide if a jury failed to reach a decision. Sentences for offenses included fines and corporal punishments such as whipping and sitting in the stocks, with the punishments of banishment from the colony and death by hanging reserved for the most serious offenses. Evidence was sometimes based on hearsay and superstition. For example, the ""ordeal of touch"" was used in 1646 in which someone accused of murder is forced to touch the dead body; if blood appears, the accused is deemed guilty. This was used to convict and execute a woman accused of murdering her newborn child. Bodies of individuals hanged for piracy were sometimes gibbeted (publicly displayed) on harbor islands visible to seagoing vessels."
Government -> Notable criminal prosecutions,"One of the first to be executed in the colony was Dorothy Talbye, who was apparently delusional. She was hanged in 1638 for murdering her daughter, as the common law of Massachusetts made no distinction at the time between insanity or mental illness and criminal behavior. Midwife Margaret Jones was convicted of being a witch and hanged in 1648 after the condition of patients allegedly worsened in her care.
The colonial leadership was the most active in New England in the persecution of Quakers. In 1660, English Quaker Mary Dyer was hanged in Boston for repeatedly defying a law banning Quakers from the colony. Dyer was one of the four executed Quakers known as the Boston martyrs. Executions ceased in 1661 when King Charles II explicitly forbade Massachusetts from executing anyone for professing Quakerism."
Government -> New England Confederation,"In 1643, Massachusetts Bay joined Plymouth Colony, Connecticut Colony, and New Haven Colony in the New England Confederation, a loose coalition organized primarily to coordinate military and administrative matters among the Puritan colonies. It was most active in the 1670s during King Philip's War. (New Hampshire had not yet been organized as a separate province, and both it and Rhode Island were excluded because they were not Puritan.)"
Economy and trade,"In the 1600s, the colony was highly dependent on imports from England and was supported by the investments of a number of wealthy immigrants. Certain businesses were quick to thrive, notably shipbuilding, fisheries, and the fur and lumber trades. As early as 1632, ships built in the colony began trading with other colonies, England, and foreign ports in Europe. By 1660, the colony's merchant fleet was estimated at 200 ships and, by the end of the century, its shipyards were estimated to turn out several hundred ships annually. In the early years, the fleet principally carried fish to destinations from the West Indies to Europe. It was common for a merchant to ship dried fish to Portugal or Spain, pick up wine and oil for transport to England, and then carry finished goods from England or elsewhere back to the colony. This and other patterns of trade became illegal following the introduction of the Navigation Acts in 1651, turning colonial merchants who continued these trading patterns into de facto smugglers. Many colonial authorities were merchants or were politically dependent on them, and they opposed being required by the crown to collect duties imposed by those acts. In 1652, Massachusetts General Court authorized John Hull and Robert Sanderson to begin producing coinage for the colony.
The fur trade only played a modest role in the colony's economy because its rivers did not connect its centers well with the Indians who engaged in fur trapping. Timber began to take on an increasingly important role in the economy, especially for naval purposes, after conflicts between England and the Dutch depleted England's supplies of ship masts.
The colony's economy depended on the success of its trade, in part because its land was not as suitable for agriculture as that of other colonies such as Virginia, where large plantations could be established. The fishery was important enough that those involved in it were exempted from taxation and military service. Larger communities supported craftsmen skilled in providing many of the necessities of 17th century life. Some income-producing activities took place in the home, such as carding, spinning, and weaving of wool and other fibers.
Goods were transported to local markets over roads that were sometimes little more than widened Indian trails. Towns were required to maintain their roads, on penalty of fines, and the colony required special town commissions to lay out roads in a more sensible manner in 1639. Bridges were fairly uncommon, since they were expensive to maintain, and fines were imposed on their owners for the loss of life or goods if they failed. Consequently, most river crossings were made by ferry. Notable exceptions were a bridge across the Mystic River constructed in 1638, and another over the Saugus River, whose upkeep costs were subsidized by the colony.
The colonial government attempted to regulate the economy in a number of ways. On several occasions, it passed laws regulating wages and prices of economically important goods and services, but most of these initiatives did not last very long. The trades of shoe-making and coopering (barrel-making) were authorized to form guilds, making it possible to set price, quality, and expertise levels for their work. The colony set standards governing the use of weights and measures. For example, mill operators were required to weigh grain before and after milling, to ensure that the customer received back what he delivered (minus the miller's percentage).
The Puritan dislike of ostentation led the colony to also regulate expenditures on what it perceived as luxury items. Items of personal adornment, particularly lace and costly silk outerwear, were frowned about. Attempts to ban these items failed, and the colony resorted to laws restricting their display to those who could demonstrate £200 in assets."
Demographics,"Most of the people who arrived during the first 12 years emigrated from two regions of England. Many of the colonists came from the county of Lincolnshire and East Anglia, northeast of London, and a large group also came from Devon, Somerset, and Dorset in the southwest of England. These areas provided the bulk of the migration, although colonists also came from other regions of England. The pattern of migration often centered around specific Nonconformist clergy who sought to leave England under threat from Archbishop Laud, who encouraged their flock to accompany them. One characteristic unique to the New England colonies (as distinguished from some of the other English colonies) was that most of the immigrants were emigrating for religious and political reasons, rather than economic ones.
The preponderance of the immigrants were well-to-do gentry and skilled craftsmen. They brought with them apprentices and servants, the latter of whom were sometimes in indentured servitude. Few titled nobility emigrated, even though some supported the emigration politically and financially and also acquired land holdings in Massachusetts and other colonies. Merchants also represented a significant proportion of the immigrants, often the children of the gentry, and they played an important role in establishing the economy of the colony.
With the start of the English Civil War in 1642, emigration came to a comparative standstill, and some colonists even returned to England to fight for the Parliamentary cause. In the following years, most of the immigrants came for economic reasons; they were merchants, seamen, and skilled craftsmen. Following the revocation of the Edict of Nantes in 1685, the colony also saw an influx of French Protestant Huguenots. During the period of the charter colony, small numbers of Scots immigrated, but these were assimilated into the colony. The population of Massachusetts remained largely English in character until the 1840s.
Slavery existed but was not widespread within the colony. Some Indians captured in the Pequot War were enslaved, with those posing the greatest threat being transported to the West Indies and exchanged for goods and slaves. Governor John Winthrop owned a few Indian slaves, and Governor Simon Bradstreet owned two black slaves. The Body of Liberties enacted in 1641 included rules governing the treatment and handling of slaves. Bradstreet reported in 1680 that the colony had 100 to 120 slaves, but historian Hugh Thomas documents evidence suggesting that there may have been a somewhat larger number."
Geography -> Boundaries,"The colonial charter specified that the boundaries were to be from three miles (4.8 km) north of the Merrimack River to three miles south of the southernmost point of the Charles River and thence westward to the ""South Sea"" (i.e., the Pacific Ocean). At the time, the course of neither of the rivers was known for any significant length, which eventually led to boundary disputes with the colony's neighbors. The colony's claims were large, but the practicalities of the time meant that they never actually controlled any land further west than the Connecticut River valley. The colony also claimed additional lands by conquest and purchase, further extending the territory that it administered.
The southeastern boundary with the Plymouth Colony was first surveyed in 1639 and accepted by both colonies in 1640. It is known in Massachusetts as the ""Old Colony Line"", and is still visible as the boundary between Norfolk County to the north and Bristol and Plymouth Counties to the south.
The northern boundary was originally thought to be roughly parallel to the latitude of the mouth of the Merrimack River, since the river was assumed to flow primarily west. This was found not to be the case and, in 1652, Governor Endicott sent a survey party to locate the northernmost point on the Merrimack. At the point where the Pemigewasset River, the Merrimack's principal tributary, meets the Winnipesaukee River local Indians guided the party to the outlet of Lake Winnipesaukee, incorrectly claiming that as the Merrimack's source. The survey party carved lettering into a rock there (now called Endicott Rock), and its latitude was taken to be the colony's northern boundary. When extended eastward, this line was found to meet the Atlantic near Casco Bay in present-day Maine.
Following this discovery, the colonial magistrates began proceedings to bring existing settlements under their authority in southern New Hampshire and Maine. This extension of the colonial claim conflicted with several proprietary grants owned by the heirs of John Mason and Sir Ferdinando Gorges. The Mason heirs pursued their claims in England, and the result was the formation of the Province of New Hampshire in 1679. The current boundary between Massachusetts and New Hampshire was not fixed until 1741. In 1678, the colony purchased the claims of the Gorges heirs, gaining control over the territory between the Piscataqua and Kennebec Rivers. The colony and later the province and state retained control of Maine until it was granted statehood in 1820.
The colony performed a survey in 1642 to determine its southern boundary west to the Connecticut River. This line, south of the present boundary, was protested by Connecticut, but stood until the 1690s, when Connecticut performed its own survey. Most of today's Massachusetts boundaries with its neighbors were fixed in the 18th century. The most significant exception was the eastern boundary with Rhode Island, which required extensive litigation, including Supreme Court rulings, before it was finally resolved in 1862.
Lands which had previously belonged to the Pequots to the southwest were divided after the Pequot War in present-day Rhode Island and eastern Connecticut. Claims were disputed in this area for many years, particularly between Connecticut and Rhode Island. Massachusetts administered Block Island and the area around present-day Stonington, Connecticut, as part of these spoils of war, and was one of several claimants to land in what was known as Narragansett Country (roughly Washington County, Rhode Island). Massachusetts lost these territories in the 1660s, when Connecticut and Rhode Island received their royal charters."
Geography -> Timeline of settlement,
Notable people,"John Oliver (c. 1616, died 1646), Puritan minister"
Presidential Legacy,"The posterity of the Massachusetts Bay Colony would go on to have an outsized influence on American politics, with thirteen presidents of the United States tracing their patrilineal ancestry back to settlers of the colony. The presidents include John Adams, John Quincy Adams, Millard Fillmore, Franklin Pierce, Abraham Lincoln, Ulysses S. Grant, James A. Garfield, Grover Cleveland, William Howard Taft, Warren G. Harding, Calvin Coolidge, George H.W. Bush, and George W. Bush."
